pbcode	pname	pinfo	pcost	pprice	pimg	pagelimit	category	class
5010597	풀무원)함흥비빔냉면2인	하절기 시즌 상품/배, 파인애플의 새콤달콤함을 더한 태양초 비빔장의 맛이 일품	2850	5700	http://cdn2.bgfretail.com/bgfbrand/files/product/AA191BDCC13142FFB699FCF5A4D958D0.jpg	y	식품	가공식사
5010598	오뚜기)컵누들매콤소컵	콜라겐 100mg 함유된 매콤한 누들상품	600	1200	http://bgf-cu.xcache.kinxcdn.com/product/8801045571577.jpg	y	식품	가공식사
5010599	HEYROO)대게그라탕	대게의 풍미가 그대로 살아 있는 프리미엄 대게그라탕	1950	3900	http://bgf-cu.xcache.kinxcdn.com/product/8805684009385.jpg	y	식품	가공식사
5010600	HEYROO)아보카도샐러드	요즘 가장 HOT한 "과일계의 버터" 다이어트, 미용, 건강에 탁월한 프리미엄 아보카도 샐러드	1150	2300	http://bgf-cu.xcache.kinxcdn.com/product/8805684009392.jpg	y	식품	가공식사
5010601	CJ)컵반낙지콩나물비빔밥	매콤달콤 쫄깃한 낙지와 아삭한 콩나물이 일품	2250	4500	http://cdn2.bgfretail.com/bgfbrand/files/product/18DD06C5D3E641868C210AC500CBE62C.jpg	y	식품	가공식사
5010602	CJ)컵반버섯곤드레비빔밥	은은한 향의 곤드레와 고소한 들깨 양념장으로 맛있게!	2250	4500	http://cdn2.bgfretail.com/bgfbrand/files/product/05BEB664D247478DA5FDDE48189693C7.jpg	y	식품	가공식사
5010603	오뚜기)카레면약간매운맛	강황을 넣은 쫄깃하고 부드러운 면에 쇠고기 양파 감자등의 재료를 넣은 진하고 부드러운 카레맛, 액체 카레 소스 및 넓은 태면을 사용한 것이 특징	800	1600	http://cdn2.bgfretail.com/bgfbrand/files/product/EC33858E0CF24CA2A9B9B394C2EB8159.jpg	y	식품	가공식사
5010604	CJ)비비고매운왕교자	달콤한 갈비양념에 고춧가루를 더해 입맛을 돋우는 매콤한 맛의 왕교자	2400	4800	http://cdn2.bgfretail.com/bgfbrand/files/product/2C4713EF976D4817A3CDCCB84F808EFC.jpg	y	식품	가공식사
5010605	HEYROO)슈퍼곡물샐러드	단백질,비타민,무기질,식이섬유 등이 풍부한 귀리+렌틸콩+닭가슴살 프리미엄 곡물샐러드	1150	2300	http://cdn2.bgfretail.com/bgfbrand/files/product/F87CF9C5DEE34BEBA91F7554D84F7A93.jpg	y	식품	가공식사
5010606	본죽)밀타임군고구마	바쁜 현대인들 타겟으로 본죽에서 만든 간편히 빨아먹는 죽	1100	2200	http://cdn2.bgfretail.com/bgfbrand/files/product/9346A31D31AF4AA5AB114D6AE7E11E8A.jpg	y	식품	가공식사
5010607	본죽)밀타임밤라떼	바쁜 현대인들 타겟으로 본죽에서 만든 간편히 빨아먹는 죽	1100	2200	http://cdn2.bgfretail.com/bgfbrand/files/product/F92EF04872264EEF99F582D7E846A7C9.jpg	y	식품	가공식사
5010608	동원)양반쇠고기미역죽	부드러운 어린 미역과 소고기의 시원하고 깊은 풍미	1750	3500	http://cdn2.bgfretail.com/bgfbrand/files/product/B82688E08D894C52873C97E6CA28AF3A.jpg	y	식품	가공식사
5010609	동원)양반홍게살죽	풍성한 게다릿살과 딱지장 소스로 맛을 더한 죽	1750	3500	http://cdn2.bgfretail.com/bgfbrand/files/product/F81A46E2E2AE4469BF86C30D39BB296C.jpg	y	식품	가공식사
5010610	농심)양념치킨면	고추후추의 매운맛과 과일의 단맛을 더한 감칠맛 나는 양념소스를 사용하고 땅콩과 파슬리로 통핑한 양념치킨 맛 라면	750	1500	http://cdn2.bgfretail.com/bgfbrand/files/product/C4FA4DB333634134925F3B81737FA160.jpg	y	식품	가공식사
5010611	오뚜기)카레면컵	강황을 넣은 쫄깃하고 부드러운 태면에, 사골엑기스와 비프 육수 페이스트를 적용하여 진하고 부드러운 카레 소스를 구현	800	1600	http://cdn2.bgfretail.com/bgfbrand/files/product/85F81D9900F9424DB4F0423FC70C3667.jpg	y	식품	가공식사
5010612	본죽)보양삼계죽	여름보양식! 국내산 인삼과 닭을 사용한 내 몸에 건강한 죽	1950	3900	http://bgf-cu.xcache.kinxcdn.com/product/8809310070114.jpg	y	식품	가공식사
5010613	오뚜기)달콤데리야끼치킨	부드러운 닭고기에 달콤한 데리야끼 소스를 더해 간편히 즐기는 데리야끼 치킨	1500	3000	http://cdn2.bgfretail.com/bgfbrand/files/product/5AE7CABFD01A4A1E91EDADEA2697BEEE.jpg	y	식품	가공식사
5010614	대상)안주야곱창전골	1인분씩 어디서든 간편하게 즐기는 전문점 국물안주 곱창전골	3950	7900	http://cdn2.bgfretail.com/bgfbrand/files/product/DF40197F34804881B14F17C0B75710B7.jpg	y	식품	가공식사
5010615	오뚜기)옛날삼계탕900g	부드러운 국산 닭고기와 진하고 담백한 육수가 풍성하게 들어있는 삼계탕	5000	10000	http://cdn2.bgfretail.com/bgfbrand/files/product/628684933D3746D8A04887AC0F12D8A3.jpg	y	식품	가공식사
5010616	인테)모닝죽바나나우유	아침을 간단히!! 바쁜 현대인들 타겟으로 인테이크에서 만든 간편히 짜먹는 죽	950	1900	http://cdn2.bgfretail.com/bgfbrand/files/product/F9D17DE9B3074E3AA7D6CC202BD5448F.jpg	y	식품	가공식사
5010617	인테)모닝죽누룽지	아침을 간단히!! 바쁜 현대인들 타겟으로 인테이크에서 만든 간편히 짜먹는 죽	950	1900	http://cdn2.bgfretail.com/bgfbrand/files/product/2ECC933FCE984C45A845E1401306ECEA.jpg	y	식품	가공식사
5010618	대상)종가집소고기장국		1800	3600	http://cdn2.bgfretail.com/bgfbrand/files/product/C9A0DD3ED3DB43929E6F1088C4510E53.jpg	y	식품	가공식사
5010619	CJ)햇반200g*3입		2450	4900	http://bgf-cu.xcache.kinxcdn.com/product/8801007066271.jpg	y	식품	가공식사
5010620	CJ)고메치즈함박스테이크	국산 돼지고기를 썰어 육즙을 살린 함박스테이크에 크림치즈,고르곤졸라치즈로 풍미를 더한 치즈크림소스,양송이,감자를 곁들인 고메 치즈크림함박스테이크	2750	5500	http://cdn2.bgfretail.com/bgfbrand/files/product/34450CC3156746858D5BC00F8EB584EA.jpg	y	식품	가공식사
5010621	농심)스파게티토마토	스파게티면 원료인 듀럼밀 세몰리나로 면을 만들어 스파게티 식감을 살리고 상큼하고 진한 토마토 소스에 비벼먹는 스파게티	800	1600	http://cdn2.bgfretail.com/bgfbrand/files/product/81C9C63257E347839385E4F46FA9DEAB.jpg	y	식품	가공식사
5010622	풀무원)모짜렐라핫포크	또띠아에 각종 토핑·자연치즈를 감싼 브리또!	1400	2800	http://cdn2.bgfretail.com/bgfbrand/files/product/FCA519431EEB458C985C465BD16DCC9C.jpg	y	식품	가공식사
5010623	CJ)매운숯불갈비맛볶음	매콤한 갈비맛과 함께 진한 불향이 있는 매운 볶음면 / 캐릭터 띠부실이 랜덤으로 들어있는 컵라면	800	1600	http://cdn2.bgfretail.com/bgfbrand/files/product/DE573BC1F74E479B8163CDE64FA72CB6.jpg	y	식품	가공식사
5010624	태경)고등어김치찜	가정에서 간편히 즐기는 상온 HMR! 오모리맛 김치와 고등어	2450	4900	http://cdn2.bgfretail.com/bgfbrand/files/product/F27BADC1695B4D30B67D8B3E4D2FC81C.jpg	y	식품	가공식사
5010625	태경)돼지김치찜	가정에서 간편히 즐기는 상온 HMR! 돼지고기가 맛있게 어우러진 매콤한 김치찜	2450	4900	http://cdn2.bgfretail.com/bgfbrand/files/product/47C5E1390408494B99F8F2459F38B165.jpg	y	식품	가공식사
5010626	오뚜기)컵밥부대찌개밥	푸짐한 소시지, 김치, 파로 우려낸 진하고 얼큰한 맛의 의정부식 부대찌개 밥	1750	3500	http://cdn2.bgfretail.com/bgfbrand/files/product/89427B206D9E489095611DF99B030348.jpg	y	식품	가공식사
5010627	삼양)갈릭버터볶음면큰컵	알싸한 마늘의 향과 고소한 버터의 향이 어우러진 갈릭버터 볶음면	800	1600	http://cdn2.bgfretail.com/bgfbrand/files/product/C5EE9D470AAC4DD48AF8E61604822B67.jpg	y	식품	가공식사
5010628	CJ)컵반볶은김치덮밥	매콤한 볶음 김치와 밥보다 맛있는 햇반이 들어있어 더욱 맛있는 가정식 덮밥	1750	3500	http://cdn2.bgfretail.com/bgfbrand/files/product/7A8B498EA8AE4F97848FEB5ACA92372D.jpg	y	식품	가공식사
5010629	오뚜기)진라면매운맛		360	720	http://bgf-cu.xcache.kinxcdn.com/product/8801045520124.jpg	y	식품	가공식사
5010630	오뚜기)진라면순한맛		360	720	http://cdn2.bgfretail.com/bgfbrand/files/product/E5CD800FB3E64EDF8AC6D909F80EA913.jpg	y	식품	가공식사
5010631	오뚜기)진라면순한맛5입		1800	3600	http://cdn2.bgfretail.com/bgfbrand/files/product/BA954A7E702948C9B40CBA6278CFA9B4.jpg	y	식품	가공식사
5010632	오뚜기)진라면매운맛5입		1800	3600	http://cdn2.bgfretail.com/bgfbrand/files/product/E6BCB87FABDB451B81BBB2190693668D.jpg	y	식품	가공식사
5010633	CJ)컵반스팸마요덮밥	스팸과 부드러운 계란 소스에 고소한 마요네즈 별첨 소스와 햇반이 들어있어 더욱 맛있는 가정식 덮밥	2250	4500	http://cdn2.bgfretail.com/bgfbrand/files/product/E04F38465379498AB1E83DACEA4AFFC4.jpg	y	식품	가공식사
5010634	오뚜기)카카오닙스밤무스	CU 단독 운영 상품!!달콤한 밤 무스에 건강한 카카오닙스를 넣어 씹는 식감을 더한 영양간식	1750	3500	http://cdn2.bgfretail.com/bgfbrand/files/product/8257B69868D64F58B2920F2AF1297450.jpg	y	식품	가공식사
5010635	오뚜기)코코넛단호박무스	CU 단독 운영 상품!!단호박 무스에 건강한 코코넛을 넣어 씹는 식감을 더한 영양간식	1750	3500	http://cdn2.bgfretail.com/bgfbrand/files/product/FB2ECD78E0C74281AE013CFBB26296C6.jpg	y	식품	가공식사
5010636	오뚜기)컵파스타까르보	부드러운 크림소스와 구운베이컨, 치즈가 어우러진 까르보나라 컵파스타	1750	3500	http://cdn2.bgfretail.com/bgfbrand/files/product/1209A0E78F3F4323AE71FC26F46546FD.jpg	y	식품	가공식사
5010637	아모제)데리치킨덮밥	부드러운 닭다리살과 데리야끼소스가 어우러진 가성비 덮밥	2000	4000	http://cdn2.bgfretail.com/bgfbrand/files/product/96C9E8D5F1554F2583A1F1FA2779AFE4.jpg	y	식품	가공식사
5010638	아모제)매콤차슈덮밥	두툼한 차슈와 매콤달콤 소스가 어우러진 가성비 덮밥	2000	4000	http://cdn2.bgfretail.com/bgfbrand/files/product/874C4FFB946147209F53C93077728361.jpg	y	식품	가공식사
5010639	오뚜기)육개장컵	전자레인지 겸용 용기 사용으로 취향에 맞게 렌지업 할 수 있는 얼큰한 육개장	500	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/9D25F25AE55643ACA926CB038C45DE7F.jpg	y	식품	가공식사
5010640	오뚜기)새우탕면컵	전자레인지 겸용 용기 사용으로 취향에 맞게 렌지업 할 수 있는 해물맛이 풍부한 새우탕면	500	1000	http://cdn2.bgfretail.com/bgfbrand/files/product/7A1E15B5B2394C8B8FAF705D39F4581A.jpg	y	식품	가공식사
5010641	오뚜기)한잔했니버섯마늘	CU 전용상품!버섯과 마늘의 진하고 칼칼한 국물과 탱탕한 칼국수 면발	800	1600	http://bgf-cu.xcache.kinxcdn.com/product/8801045575445.jpg	y	식품	가공식사
5010642	한일)포차김치칼국수	휴게소나 포장마차에서 간단하게 먹던 칼칼하고 따뜻한 칼국수의 맛을 구현한 포차 한그릇 김치칼국수	800	1600	http://cdn2.bgfretail.com/bgfbrand/files/product/17702271F9D64F619BC32A20942C569A.jpg	y	식품	가공식사
5010643	CJ)고메핫스파이시미트볼	전문점 수준의 최상의 맛과 품질을 구현한 핫스파이시미트볼	2750	5500	http://cdn2.bgfretail.com/bgfbrand/files/product/FE4F58B0833646188DF181C676C38B06.jpg	y	식품	가공식사
5010644	오뚜기)사천누룽지탕	산초와 고추맛의 라유를 넣어 중국 사천의 맛 그대로 낸 누룽지탕	1850	3700	http://cdn2.bgfretail.com/bgfbrand/files/product/68D9FA0DC3394BAA821930DDA8A892AD.jpg	y	식품	가공식사
5010645	CJ)비비고깍두기볶음밥	아삭 새콤한 깍두기와 닭가슴살이 풍부하게 들어있는 불맛 가득 볶음밥	1750	3500	http://cdn2.bgfretail.com/bgfbrand/files/product/99C982F4117540DAAB3EE02B4B697756.jpg	y	식품	가공식사
5010646	삼양)삼양라면치즈큰컵	삼양라면 고유의 햄맛과 4가지 치즈 (모짜렐라,체다,까망베르,고다)맛을 느낄수 있는 맛있는 치즈 라면	800	1600	http://bgf-cu.xcache.kinxcdn.com/product/8801073211742_삼양)삼양라면치즈큰컵.jpg	y	식품	가공식사
5010647	오뚜기)컵밥버터장조림	당사 단독 운영 상품!!집에서 간단히 즐기는 인기 혼밥 메뉴, 버터장조림밥을 컵밥으로 간단히!!	1750	3500	http://bgf-cu.xcache.kinxcdn.com/product/8801045892849_오뚜기)컵밥버터장조림.jpg	y	식품	가공식사
5010648	한일)얼큰잔치국수	부담 없는 가격과 맛으로 간편하고 익숙하게 즐기는 멸치육수의 칼칼한 맛!	950	1900	http://bgf-cu.xcache.kinxcdn.com/product/8801085880820_한일)얼큰잔치국수.jpg	y	식품	가공식사
5010649	오뚜기)쇠고기미역국라면	국내최초 미역국컨셉의 라면으로 쇠고기양지와 사골의 진하고 고소한 국물맛이 특징	800	1600	http://bgf-cu.xcache.kinxcdn.com/product/8801045525631_오뚜기)쇠고기미역국라면.jpg	y	식품	가공식사
5010650	삼양)삼양라면콰트로치즈	삼양라면의 고유한 햄맛과 4가지 치즈맛이 조화된 치즈 라면	750	1500	http://bgf-cu.xcache.kinxcdn.com/product/8801073114074_삼양)삼양라면콰트로치즈.jpg	y	식품	가공식사
5010651	팔도)해물왕컵	4가지 해물 (오징어,새우,홍합,미더덕)이 들어간 얼큰 시원 개운한 해물라면	525	1050	http://bgf-cu.xcache.kinxcdn.com/product/8801128504287_팔도)해물왕컵.jpg	y	식품	가공식사
5010652	농심)해물안성탕면	해물된장 컨셉의 상품으로, 된장베이스 국물에 해물맛 적용(미역/해물맛볼 건더기 활용)	375	750	http://bgf-cu.xcache.kinxcdn.com/product/8801043043915_농심)해물안성탕면.jpg	y	식품	가공식사
5010653	오뚜기)출출양파감자라면	CU 전용!!양파와 감자의 이색적인 맛의 10대 간식 타겟의 "출출하니 그렇다면" 출시	800	1600	http://bgf-cu.xcache.kinxcdn.com/product/8801045575452.jpg	y	식품	가공식사
5010654	사조)한입피자콤비네이션	한입 사이즈로 간편한 간식용으로 다양한 야채와 고기가 어우러진 콤비네이션	950	1900	http://bgf-cu.xcache.kinxcdn.com/product/8801066056619.jpg	y	식품	가공식사
5010655	사조)한입피자고르곤졸라	한입 사이즈로 간편한 간식용으로 풍부한 치즈와 고소한 소스의 만남 고르곤졸라피자	950	1900	http://bgf-cu.xcache.kinxcdn.com/product/8801066056732.jpg	y	식품	가공식사
5010656	대상)통인시장기름떡볶이	청정원만의 노하우로 개발된 '파마늘 맛기름'으로 떡볶이 맛을 한층 더 업그레이드	1400	2800	http://bgf-cu.xcache.kinxcdn.com/product/8801052045504.jpg	y	식품	가공식사
5010657	오뚜기)오감포차칠리새우	바삭한 통살새우와 매콤한 칠리소스가 어우러진 정통중식 스타일 칠리새우	4450	8900	http://bgf-cu.xcache.kinxcdn.com/product/8801045931630.jpg	y	식품	가공식사
5010658	삼양)불닭떡볶이	불닭볶음시리즈 중 인기 플레이버인 불닭볶음면 플레이버를 떡볶이로 즐길 수 있는 상품	1500	3000	http://bgf-cu.xcache.kinxcdn.com/product/8801073310926.jpg	y	식품	가공식사
5010659	삼양)까르보불닭떡볶이	불닭볶음시리즈 중 인기 플레이버인 까르보불닭볶음면 플레이버를 떡볶이로 즐길 수 있는 상품	1500	3000	http://bgf-cu.xcache.kinxcdn.com/product/8801073310933.jpg	y	식품	가공식사
5010660	농심)감자면	감자를 넣고 반죽하여 쫄깃하고, 소고기 육수에 각종 야채를 듬뿍 넣고 끓인 담백한 샤브샤브 국물	600	1200	http://bgf-cu.xcache.kinxcdn.com/product/8801043015288.jpg	y	식품	가공식사
5010661	오뚜기)컵밥소시지야채	인기 혼밥 메뉴를 컵밥으로 간편히!! 인기 반찬, 소시지야채 볶음을 덮밥 형태로 구현 쏘야덮밥!!	1750	3500	http://bgf-cu.xcache.kinxcdn.com/product/8801045592855.jpg	y	식품	가공식사
5010662	농심)보노콘스프컵	슈퍼스위트콘과 바삭한 그루통이 어우러져 고소하고 달콤한 인기 No.1 콘스프	1000	2000	http://bgf-cu.xcache.kinxcdn.com/product/8809622400005.jpg	y	식품	가공식사
5010663	농심)보노체다치즈컵스프	치즈와 우유가 조화된 베이스에 고소한 츠즈크루통까지 함유되어 치즈 본연의 맛과 향이 살아있는 스프	1000	2000	http://bgf-cu.xcache.kinxcdn.com/product/8809622400012.jpg	y	식품	가공식사
5010664	오뚜기)미역국라면컵	쇠고기양지와 사골을 적용한 진한 육수에 참기름과 마늘, 미역을 볶아 끓인 미역국 라면	800	1600	http://bgf-cu.xcache.kinxcdn.com/product/8801045575827.jpg	y	식품	가공식사
5010665	풀무원)매콤육개장우동	진한 양지&사골 육수에 칼칼함을 더한 육개장 국물과 탱글한 수타식 우동면의 만남	1450	2900	http://bgf-cu.xcache.kinxcdn.com/product/8801114144237.jpg	y	식품	가공식사
5010666	풀무원)모짜렐라치킨텐더	달콤한 닭강정 소스에 치킨가라아게가 풍부~ 100% 자연치즈만을 사용한 건강한 브리또	1400	2800	http://bgf-cu.xcache.kinxcdn.com/product/8801114143674.jpg	y	식품	가공식사
5010667	삼양)참참참계란탕면큰컵	참깨와 참기름이 들어가 고소하고 자극적이지 않은 맛의 계란탕면	800	1600	http://bgf-cu.xcache.kinxcdn.com/product/8801073211759.jpg	y	식품	가공식사
5010668	오뚜기)김라면컵	구운김(광천김)이 들어 있어 구수하고 시원한 김맛의 상품	800	1600	http://bgf-cu.xcache.kinxcdn.com/product/8801045575780.jpg	y	식품	가공식사
5010669	오뚜기)떡라면컵	소고기 베이스의 진하고 칼칼한 육수와 푸짐하게 들어간 국산쌀로 만든 쌀떡이 조화로운 떡라면	1000	2000	http://bgf-cu.xcache.kinxcdn.com/product/8801045575735.jpg	y	식품	가공식사
5010670	지지)자이언트스윗&핫피자	달콤한 화이트소스에 파인애플 토핑 + 매콤한치킨소스와 토마토소스에 치킨 토핑	1650	3300	http://bgf-cu.xcache.kinxcdn.com/product/8809258273134.jpg	y	식품	가공식사
5010671	오뚜기)맥앤치즈스파게티	파스타면의 식감을 재현한 굴곡없는 형태의 면과 푸실리를 사용해 맛과 보임성을 향상! 체다치즈와 마스카포네 치즈의 조화로운 용기면	1000	2000	http://bgf-cu.xcache.kinxcdn.com/product/8801045575803.jpg	y	식품	가공식사
5010672	본죽)황제해물죽	해장에 좋은 바지락, 주꾸미, 문어, 낙지, 콩나물, 미나리, 헛개 등을 주재료로 담음	1950	3900	http://bgf-cu.xcache.kinxcdn.com/product/8809310071302.jpg	y	식품	가공식사
5010673	농심)스파게티까르보나라	2개의 분말스프가 어우러져 양파, 마늘, 쇠고기, 파슬리가 조화를 이룬 고소한 크림맛의 스파게티 면	800	1600	http://bgf-cu.xcache.kinxcdn.com/product/8801043045124.jpg	y	식품	가공식사
5010674	시아스)닭가슴잡곡도시락	[CU 단독 운영]저칼로리/건강한 메뉴로 구성된 속편한 (유통기한이 긴!)냉동 도시락	1900	3800	http://bgf-cu.xcache.kinxcdn.com/product/8809489617653.jpg	y	식품	가공식사
5010675	시아스)불고기나물도시락	[CU 단독 운영]저칼로리/건강한 메뉴로 구성된 속편한 (유통기한이 긴!)냉동 도시락	1900	3800	http://bgf-cu.xcache.kinxcdn.com/product/8809489617660.jpg	y	식품	가공식사
5010676	삼양)파스타테이블투움바	페투치니면과 자작한소스를 활용한 HMR형 용기면 파스타 상품	800	1600	http://bgf-cu.xcache.kinxcdn.com/product/8801073211766.jpg	y	식품	가공식사
5010677	농심)해물안성탕면소컵	"해물안성탕면" 소컵형 출시! 해물된장 컨셉의 상품, 된장베이스 국물에 해물맛 적용(미역/해물맛볼 건더기 활용	450	900	http://bgf-cu.xcache.kinxcdn.com/product/8801043045087.jpg	y	식품	가공식사
5010678	팔도)팔도비빔면	새콤달콤매콤한 가정식 비빔면의 맛을 간편하게 재현하여 맛이 조화로운(매콤,달콤,새콤),  전통적인,  깔끔한 맛	450	900	http://bgf-cu.xcache.kinxcdn.com/product/8801128503037.jpg	y	식품	가공식사
5010679	오뚜기)컵밥설렁탕국밥	진한 사골육수에 큼직한 편육이 들어있는 서울식 설렁탕 국밥	1750	3500	http://bgf-cu.xcache.kinxcdn.com/product/8801045892801.jpg	y	식품	가공식사
5010680	삼양)쫄볶이불닭볶음면컵	면의 식감을 쫄깃하게 생산하고, 불닭의 매운맛과 떡볶이소스를 반영한 쫄볶이	800	1600	http://bgf-cu.xcache.kinxcdn.com/product/8801073211803.jpg	y	식품	가공식사
5010681	농심)오징어짬뽕라볶이	오짬과 라볶이의 콜라보, 간편하게 조리가능한 상온 라볶이(일부지역 운영)	2750	5500	http://bgf-cu.xcache.kinxcdn.com/product/8801043044035.jpg	y	식품	가공식사
5010682	농심)짜파게티라볶이	#NAME?	2750	5500	http://bgf-cu.xcache.kinxcdn.com/product/8801043044011.jpg	y	식품	가공식사
5010683	이가)마라탕면	중국 마라탕 특유의 얼얼한 매운맛을 한국식으로 구현한 마라탕면	1600	3200	http://bgf-cu.xcache.kinxcdn.com/product/8809083704735.jpg	y	식품	가공식사
5010684	이가)얼큰수제비	동절기 인기 메뉴 수제비 신상품. 얼큰한 국물과 쫄깃한 수제비의 조화	1450	2900	http://bgf-cu.xcache.kinxcdn.com/product/8809083704728.jpg	y	식품	가공식사
5010685	하늘)포보베트남쌀국수	유명 브랜드인 "에이스쿡" 베트남 공장에서 생산한 진짜 베트남쌀국수(전국 확대 운영)	800	1600	http://bgf-cu.xcache.kinxcdn.com/product/8934563220143.jpg	y	식품	가공식사
5010686	HEYROO컵두부된장국	두부, 표고버섯이 들어있어 더욱 푸짐하고 구수한 된장국	500	1000	http://bgf-cu.xcache.kinxcdn.com/product/8809061679895.jpg	y	식품	가공식사
5010687	팔도)매콤야끼소바라면대	일본에서 즐기는 매콤 짭짤한 야끼소바를 한국에서 간편히!!	750	1500	http://bgf-cu.xcache.kinxcdn.com/product/8809296884774.jpg	y	식품	가공식사
5010688	해태)고향만두치즈갈비	고소한 치즈와 매콤한 갈비가 잘 어우러진 풍미가득 치즈갈비교자	1450	2900	http://bgf-cu.xcache.kinxcdn.com/product/8801019514623.jpg	y	식품	가공식사
5010689	삼양)김치버터볶음면대컵	[CU 전용]진한 김치맛과 풍부한 버터의 풍미가 어우러진 김치버터 볶음면	800	1600	http://bgf-cu.xcache.kinxcdn.com/product/8801073211292.jpg	y	식품	가공식사
5010690	팔도)이탈리안델리대컵	매콤하고 부드러운 로제 크림에 치즈분말을 더해 더욱 풍부한 맛	800	1600	http://bgf-cu.xcache.kinxcdn.com/product/8809296884798.jpg	y	식품	가공식사
5010691	농심)미니컵면가쓰오	은은한 가쓰오 향이 풍기는 부담 없는 우동국물	350	700	http://bgf-cu.xcache.kinxcdn.com/product/8801043045278.jpg	y	식품	가공식사
5010692	농심)미니컵면해장국	맵지 않은 맑은 타입의 해장국 맛으로 시원하면서도 칼칼한 끝 맛이 포인트	350	700	http://bgf-cu.xcache.kinxcdn.com/product/8801043045292.jpg	y	식품	가공식사
5010693	오뚜기)옛날쌀떡국(봉지)	직접 우려낸 진한 사골육수에 쫄깃한 쌀 떡국떡이 들어있는 옛날쌀떡국	1750	3500	http://bgf-cu.xcache.kinxcdn.com/product/8801045891941.jpg	y	식품	가공식사
5010694	삼양)쫄볶이불닭볶음면	쫄깃탱글한 쫄면 면빨에 매콤달콤한 맛의 쫄볶이	650	1300	http://bgf-cu.xcache.kinxcdn.com/product/8801073114135.jpg	y	식품	가공식사
5010695	대상)안주야매운곱창볶음	국내산 돼지곱창과 마늘, 깻잎이 매운 소스와 어우러지는 프리미엄 냉동안주	3950	7900	http://bgf-cu.xcache.kinxcdn.com/product/8801052052106.jpg	y	식품	가공식사
5010696	농심)너구리순한소컵	오동통한 면발과 순하고 담백한 국물 맛의 너구리 순한맛	475	950	http://bgf-cu.xcache.kinxcdn.com/product/8801043045490.jpg	y	식품	가공식사
5010697	태경)우거지뼈해장국	국내산 우거지와 정성스레 끓인 돈골육수로 진하고 깊은 맛의 뼈해장국	2450	4900	http://bgf-cu.xcache.kinxcdn.com/product/8809061679079.jpg	y	식품	가공식사
5010698	농심)튀김우동	자극적이지 않은 국물로 남녀노소 사랑받는 튀김우동의 봉지면	750	1500	http://bgf-cu.xcache.kinxcdn.com/product/8801043045155.jpg	y	식품	가공식사
5010699	풀무원)자이언트쫄볶이	[CU 전용]자이언트 신상품~ 쫄깃한 쫄면과 떡 그리고 중독적인 소스의 푸짐한 조화!	1350	2700	http://bgf-cu.xcache.kinxcdn.com/product/8801114143537.jpg	y	식품	가공식사
5010700	삼양)파스타테이블크림	고소한 감자와 부드러운 크림이 어울리는 파스타	800	1600	http://bgf-cu.xcache.kinxcdn.com/product/8801073211940.jpg	y	식품	가공식사
5010701	오뚜기)김치면대컵	중고생 타겟의 부담없는 가격의 가성비 좋은 김치면	500	1000	http://bgf-cu.xcache.kinxcdn.com/product/8801045570242.jpg	y	식품	가공식사
5010702	오뚜기)튀김우동대컵	중고생 타겟의 부담없는 가격의 가성비 좋은 튀김우동	500	1000	http://bgf-cu.xcache.kinxcdn.com/product/8801045571829.jpg	y	식품	가공식사
5010703	삼양)불닭라볶이	집에서 화끈하게 끓여먹을 수 있는 즉석떡볶이 버전, 불닭라볶이(일부지역운영)	2750	5500	http://bgf-cu.xcache.kinxcdn.com/product/8801073310940.jpg	y	식품	가공식사
5010704	삼양)까르보불닭라볶이	집에서 화끈하게 끓여먹을 수 있는 즉석떡볶이 버전, 까르보불닭라볶이(일부지역 운영)	2750	5500	http://bgf-cu.xcache.kinxcdn.com/product/8801073310957.jpg	y	식품	가공식사
5010705	CJ)비비고소고기죽	고소한 소고기와 버섯, 사골육수의 깊은 맛이 담긴 비비고소고기죽	2450	4900	http://bgf-cu.xcache.kinxcdn.com/product/8801007745671.jpg	y	식품	가공식사
5010706	CJ)비비고전복죽	쫄깃한 전복과 버섯, 양지육수의 깊은 맛인 담긴 비비고전복죽	2450	4900	http://bgf-cu.xcache.kinxcdn.com/product/8801007745657.jpg	y	식품	가공식사
5010707	농심)무파마탕면	"푹 우려낸 소고기 국물에 우리의 어머니들이 국물을 우려낼 때 사용하던 
무, 파, 마늘로 국물맛을 내어 시원한 맛과 푸짐한 야채건더기가 특징"	575	1150	http://bgf-cu.xcache.kinxcdn.com/product/8801043015349.jpg	y	식품	가공식사
5010708	농심)신라면건면	신라면의 맛을 더욱 맛있고 깔끔하게 재현한 신라면 건면	500	1000	http://bgf-cu.xcache.kinxcdn.com/product/8801043047722.jpg	y	식품	가공식사
5010709	본죽)봄냉이바지락죽	대표 봄나물인 냉이의 향긋함과 제철을 맞은 바지락의 시원한 맛이 어우러지는 봄기운을 담뿍 담은 봄한정 메뉴	1800	3600	http://bgf-cu.xcache.kinxcdn.com/product/8809310071432.jpg	y	식품	가공식사
5010710	농심)감자면큰사발	쫄깃한 면발과 칼칼한 소고기 샤브 국물의 감자면 큰사발	800	1600	http://bgf-cu.xcache.kinxcdn.com/product/8801043047913.jpg	y	식품	가공식사
5010711	CJ)햇반210g*8입	두고두고 먹는 햇반! '햇반8번들'을 편의점에서도 간편하게 구매하세요!	5950	11900	http://bgf-cu.xcache.kinxcdn.com/product/8801007295312.jpg	y	식품	가공식사
